loan_id,customer_id,loan_amount,interest_rate,age,income,employment_type,credit_score,max_dpd,is_default
15745,11711,152957,15.18,43,534788,Salaried,616,60,0
15746,11712,261834,17.25,31,506069,Salaried,597,60,0
15747,11712,223070,17.96,31,506069,Salaried,597,155,1
15748,11713,110728,10.01,23,916359,Self-Employed,751,60,0
15749,11713,139175,11.4,23,916359,Self-Employed,751,75,0
15750,11713,261906,11.04,23,916359,Self-Employed,751,24,0
15751,11714,440160,13.86,33,1094492,Salaried,673,62,0
15752,11715,75337,11.12,27,242247,Salaried,719,49,0
15753,11716,113164,11.08,37,640097,Salaried,777,56,0
15754,11717,209567,10.46,37,1743224,Self-Employed,799,9,0
15755,11717,121624,10.78,37,1743224,Self-Employed,799,6,0
15756,11718,59500,12.68,32,213246,Salaried,661,39,0
15757,11719,133501,10.74,36,716223,Salaried,748,8,0
15758,11720,60216,12.21,44,407511,Salaried,693,74,0
15759,11720,110459,12.64,44,407511,Salaried,693,60,0
15760,11721,67533,12.67,49,334477,Salaried,666,60,0
15761,11722,112442,13.91,32,404195,Salaried,666,100,1
15762,11723,65368,12.21,41,1712377,Self-Employed,673,150,1
15763,11723,131782,13.27,41,1712377,Self-Employed,673,51,0
15764,11724,88135,15.07,34,329246,Salaried,609,62,0
15765,11725,85717,13.23,27,465192,Self-Employed,677,68,0
15766,11725,145284,12.14,27,465192,Self-Employed,677,48,0
15767,11725,197673,12.88,27,465192,Self-Employed,677,60,0
15768,11726,161987,15.02,46,456663,Salaried,618,150,1
15769,11727,83703,14.92,39,271903,Salaried,634,60,0
15770,11728,58993,10.3,37,244841,Salaried,748,64,0
15771,11729,108577,10.96,39,525301,Salaried,793,47,0
15772,11730,119087,15.7,34,354083,Salaried,614,26,0
15773,11730,113791,15.05,34,354083,Salaried,614,60,0
15774,11731,228910,16.97,27,1609069,Self-Employed,559,77,0
15775,11732,66824,13.49,50,525244,Salaried,660,118,1
15776,11732,75282,13.69,50,525244,Salaried,660,7,0
15777,11733,56457,14.43,43,267096,Salaried,621,64,0
15778,11734,54580,11.15,38,205741,Salaried,756,68,0
15779,11735,130209,13.53,43,319097,Salaried,696,22,0
15780,11736,359974,12.27,46,1069794,Self-Employed,684,60,0
15781,11736,203473,12.16,46,1069794,Self-Employed,684,32,0
15782,11736,320818,12.47,46,1069794,Self-Employed,684,60,0
15783,11737,61158,12.82,34,250103,Salaried,672,67,0
15784,11738,57502,15.34,40,260047,Salaried,606,35,0
15785,11739,77518,14.1,33,186530,Salaried,619,53,0
15786,11739,62696,15.08,33,186530,Salaried,619,33,0
15787,11740,75358,16.51,41,780085,Self-Employed,584,70,0
15788,11741,201548,13.02,34,1084495,Salaried,688,57,0
15789,11741,372617,13.11,34,1084495,Salaried,688,9,0
15790,11742,104946,10.96,55,1508694,Self-Employed,795,60,0
15791,11742,258462,10.1,55,1508694,Self-Employed,795,60,0
15792,11743,80026,12.23,33,466216,Salaried,695,60,0
15793,11743,157278,13.08,33,466216,Salaried,695,118,1
15794,11744,361395,10.86,40,930925,Salaried,749,62,0
15795,11745,50013,12.7,39,206683,Salaried,688,60,0
15796,11746,300853,14.7,33,1533282,Self-Employed,619,73,0
15797,11746,418442,14.67,33,1533282,Self-Employed,619,24,0
15798,11747,161761,11.32,43,444139,Salaried,750,18,0
15799,11748,52858,13.34,35,351810,Salaried,675,78,0
15800,11748,121046,13.58,35,351810,Salaried,675,50,0
15801,11749,69021,11.73,32,361861,Salaried,793,60,0
15802,11750,204242,16.41,36,547787,Salaried,563,19,0
15803,11751,117362,12.74,30,396984,Salaried,670,25,0
15804,11752,689009,17.37,45,1768114,Self-Employed,576,60,0
15805,11753,85603,17.43,41,233167,Self-Employed,551,68,0
15806,11754,80850,11.28,44,476492,Salaried,748,100,1
15807,11755,202625,10.91,25,913423,Salaried,700,39,0
15808,11756,122501,11.45,38,356240,Self-Employed,716,60,0
15809,11757,63160,11.69,30,462689,Salaried,723,60,0
15810,11757,67253,11.58,30,462689,Salaried,723,74,0
15811,11758,202723,13.01,36,801137,Salaried,681,67,0
15812,11759,105515,12.15,46,559098,Self-Employed,668,66,0
15813,11760,142434,13.96,38,368990,Salaried,667,61,0
15814,11761,518862,12.52,34,1126369,Salaried,661,60,0
15815,11762,72477,10.06,45,364078,Self-Employed,738,77,0
15816,11762,124225,11.13,45,364078,Self-Employed,738,60,0
15817,11763,110735,12.3,44,585327,Salaried,676,63,0
15818,11764,140491,12.19,50,527300,Salaried,666,68,0
15819,11764,92547,13.49,50,527300,Salaried,666,60,0
15820,11765,74730,15.6,21,293929,Salaried,643,62,0
15821,11766,606624,12.44,38,1667149,Self-Employed,679,63,0
15822,11766,222640,12.62,38,1667149,Self-Employed,679,65,0
15823,11767,54200,14.98,32,1264281,Salaried,628,59,0
15824,11768,56511,10.68,29,660962,Self-Employed,772,60,0
15825,11769,258903,14.24,37,992055,Salaried,605,60,0
15826,11770,396469,12.15,26,961191,Self-Employed,659,155,1
15827,11771,87115,11.9,21,1626780,Salaried,787,60,0
15828,11771,370383,11.67,21,1626780,Salaried,787,76,0
15829,11772,331889,13.39,28,820625,Salaried,654,9,0
15830,11773,56111,16.57,34,233344,Salaried,550,159,1
15831,11774,80412,17.28,51,291051,Salaried,559,65,0
15832,11774,82807,16.35,51,291051,Salaried,559,63,0
15833,11775,126971,13.59,30,810842,Salaried,652,30,0
15834,11776,114795,15.66,26,346437,Salaried,643,124,1
15835,11777,61820,11.85,21,290970,Salaried,715,60,0
15836,11778,173515,12.19,33,634233,Salaried,659,55,0
15837,11778,234618,13.37,33,634233,Salaried,659,60,0
15838,11778,175565,13.14,33,634233,Salaried,659,60,0
15839,11779,56341,16.53,34,373420,Salaried,572,150,1
15840,11780,91123,12.53,37,783429,Self-Employed,672,21,0
15841,11780,162308,13.72,37,783429,Self-Employed,672,60,0
15842,11781,88064,12.26,24,362026,Salaried,683,42,0
15843,11782,60493,16.87,30,213008,Salaried,560,60,0
15844,11782,58043,16.22,30,213008,Salaried,560,139,1
15845,11782,50749,17.67,30,213008,Salaried,560,35,0
15846,11783,291422,13.54,21,993219,Salaried,693,9,0
15847,11784,207219,10.85,37,592899,Salaried,765,157,1
15848,11785,56065,13.46,23,397466,Self-Employed,671,66,0
15849,11786,51134,13.91,21,297931,Salaried,663,60,0
15850,11787,67733,15.32,45,235392,Salaried,612,53,0
15851,11788,110496,10.04,40,292099,Salaried,766,38,0
15852,11789,89475,17.57,38,208054,Salaried,585,59,0
15853,11790,888085,15.1,38,1626408,Salaried,603,61,0
15854,11790,638421,15.42,38,1626408,Salaried,603,141,1
15855,11791,472757,13.47,27,925920,Self-Employed,691,132,1
15856,11792,55675,11.4,44,281168,Salaried,762,78,0
15857,11792,100523,10.11,44,281168,Salaried,762,54,0
15858,11793,201575,15.86,27,681551,Salaried,629,53,0
15859,11793,112829,14.54,27,681551,Salaried,629,66,0
15860,11794,85403,13.1,51,559935,Self-Employed,694,63,0
15861,11794,110099,12.32,51,559935,Self-Employed,694,60,0
15862,11794,103691,12.42,51,559935,Self-Employed,694,60,0
15863,11795,55632,14.51,37,238354,Self-Employed,647,90,1
15864,11796,95962,13.71,21,1688357,Salaried,659,37,0
15865,11797,70571,16.01,43,296578,Self-Employed,581,60,0
15866,11797,92646,17.45,43,296578,Self-Employed,581,79,0
15867,11798,69491,15.57,51,241565,Self-Employed,632,69,0
15868,11799,154985,16.5,34,573286,Salaried,554,79,0
15869,11800,310622,12.09,44,985008,Self-Employed,696,7,0
15870,11800,444626,13.05,44,985008,Self-Employed,696,60,0
15871,11800,92359,13.79,44,985008,Self-Employed,696,13,0
15872,11801,126561,14.21,34,535251,Salaried,633,139,1
15873,11802,95540,11.36,31,463134,Salaried,711,60,0
15874,11802,177364,11.7,31,463134,Salaried,711,64,0
15875,11803,261689,14.85,21,740829,Self-Employed,607,68,0
15876,11804,91937,13.92,46,240763,Salaried,697,60,0
15877,11805,104344,13.49,32,557710,Salaried,699,60,0
15878,11806,79340,12.15,39,422679,Self-Employed,671,62,0
15879,11806,148735,12.62,39,422679,Self-Employed,671,33,0
15880,11807,90949,17.67,27,184836,Salaried,595,69,0
15881,11808,133753,15.6,28,289787,Salaried,627,49,0
15882,11809,117821,10.67,45,739212,Salaried,768,60,0
15883,11810,112423,12.22,33,272405,Salaried,651,65,0
15884,11810,69510,13.21,33,272405,Salaried,651,146,1
15885,11810,51899,13.11,33,272405,Salaried,651,60,0
15886,11811,178062,15.61,32,465675,Salaried,615,126,1
15887,11812,87224,13.35,26,373771,Self-Employed,671,60,0
15888,11813,55208,13.75,37,190908,Salaried,656,59,0
15889,11814,51759,12.13,42,283081,Salaried,679,60,0
15890,11815,196871,11.78,32,975276,Salaried,702,60,0
15891,11816,51569,14.99,34,975982,Salaried,624,60,0
15892,11817,108660,15.95,26,510601,Self-Employed,632,75,0
15893,11818,73405,11.15,47,299693,Salaried,714,60,0
15894,11818,119040,10.07,47,299693,Salaried,714,13,0
15895,11818,81099,10.67,47,299693,Salaried,714,52,0
15896,11819,92475,15.01,31,344955,Salaried,601,37,0
15897,11820,63642,11.02,34,252052,Salaried,785,60,0
15898,11820,101489,10.83,34,252052,Salaried,785,60,0
15899,11821,74552,15.78,49,528633,Salaried,638,130,1
15900,11821,59730,14.53,49,528633,Salaried,638,39,0
15901,11822,59984,11.41,34,347310,Salaried,726,52,0
15902,11822,67292,10.52,34,347310,Salaried,726,73,0
15903,11823,68390,16.67,23,374007,Salaried,557,60,0
15904,11824,78447,16.84,28,514325,Salaried,555,46,0
15905,11825,89872,13.73,33,358698,Salaried,693,7,0
15906,11826,62539,10.27,50,551685,Salaried,719,9,0
15907,11826,76196,10.54,50,551685,Salaried,719,49,0
15908,11827,145165,11.08,38,577445,Salaried,727,61,0
15909,11827,61844,11.5,38,577445,Salaried,727,60,0
15910,11828,68595,14.58,34,289227,Salaried,647,131,1
15911,11829,184806,12.19,42,944767,Self-Employed,676,28,0
15912,11830,70220,11.19,46,330185,Salaried,767,58,0
15913,11830,53159,10.17,46,330185,Salaried,767,60,0
15914,11830,62277,11.87,46,330185,Salaried,767,79,0
15915,11831,118934,16.98,30,246066,Salaried,591,69,0
15916,11832,433452,16.2,47,1280638,Salaried,574,71,0
15917,11833,60209,12.35,43,256303,Salaried,670,74,0
15918,11833,72950,13.4,43,256303,Salaried,670,136,1
15919,11833,52944,13.8,43,256303,Salaried,670,66,0
15920,11834,100592,11.45,39,911646,Salaried,768,71,0
15921,11835,394867,13.38,21,1768391,Salaried,660,60,0
15922,11836,345919,13.51,37,851853,Self-Employed,655,75,0
15923,11837,210898,14.95,47,507639,Salaried,633,59,0
15924,11838,104697,14.14,34,314139,Salaried,641,60,0
15925,11839,191254,15.53,54,1539548,Self-Employed,609,158,1
15926,11840,98373,13.99,36,507266,Salaried,658,73,0
15927,11841,316949,14.15,28,909577,Salaried,617,60,0
15928,11842,234622,11.86,41,1101192,Salaried,744,13,0
15929,11842,59800,11.16,41,1101192,Salaried,744,29,0
15930,11843,112237,11.35,38,366163,Salaried,720,71,0
15931,11844,88943,15.13,42,259402,Self-Employed,644,60,0
15932,11844,92401,14.52,42,259402,Self-Employed,644,39,0
15933,11845,125609,10.07,34,535165,Self-Employed,791,60,0
15934,11846,137310,16.18,46,374057,Salaried,594,67,0
15935,11847,517579,14.15,31,1490698,Salaried,638,66,0
15936,11847,358466,14.99,31,1490698,Salaried,638,60,0
15937,11848,86041,11.33,37,282901,Self-Employed,712,70,0
15938,11849,312720,14.56,26,583064,Salaried,615,60,0
15939,11850,176690,17.63,29,291255,Salaried,586,23,0
15940,11851,71508,12.04,37,398515,Salaried,695,60,0
15941,11852,105360,12.27,30,399945,Self-Employed,651,71,0
15942,11853,73706,17.91,32,203013,Salaried,561,59,0
15943,11854,107304,11.64,34,985002,Self-Employed,753,60,0
15944,11855,104905,13.14,38,387187,Self-Employed,697,9,0
15945,11856,67228,14.7,42,221998,Self-Employed,623,64,0
15946,11857,145436,15.02,42,431726,Salaried,605,60,0
15947,11858,143068,10.51,44,679345,Salaried,762,74,0
15948,11858,277605,11.48,44,679345,Salaried,762,13,0
15949,11859,381035,12.43,37,963193,Salaried,668,52,0
15950,11860,57518,11.9,31,335936,Self-Employed,701,51,0
15951,11861,263344,12.65,23,866244,Salaried,698,15,0
15952,11862,72646,14.93,33,250886,Salaried,607,122,1
15953,11863,233108,12.89,29,978710,Salaried,666,113,1
15954,11864,56790,12.7,21,226925,Self-Employed,659,69,0
15955,11864,56371,13.72,21,226925,Self-Employed,659,68,0
15956,11865,51505,12.67,49,462209,Salaried,668,4,0
15957,11866,57759,17.13,21,523877,Self-Employed,593,22,0
15958,11867,158374,17.72,39,400822,Self-Employed,587,64,0
15959,11868,58145,13.13,40,283747,Salaried,698,58,0
15960,11869,100303,15.82,34,377656,Self-Employed,614,123,1
15961,11870,154721,13.98,57,1334224,Salaried,668,60,0
15962,11871,131858,11.87,36,1001769,Salaried,731,43,0
15963,11872,50062,12.48,30,789891,Salaried,650,2,0
15964,11873,178165,13.11,50,726165,Salaried,690,51,0
15965,11874,63014,15.9,29,451870,Salaried,624,120,1
15966,11875,133105,15.35,24,658737,Self-Employed,610,71,0
15967,11876,162394,12.4,28,756838,Salaried,666,60,0
15968,11877,137254,12.56,31,498697,Self-Employed,697,64,0
15969,11877,50049,13.76,31,498697,Self-Employed,697,145,1
15970,11878,247841,12.17,36,825724,Self-Employed,693,14,0
15971,11879,69493,15.5,39,245105,Salaried,617,64,0
15972,11879,105006,14.52,39,245105,Salaried,617,60,0
15973,11880,91361,11.96,24,338901,Self-Employed,728,146,1
15974,11880,60294,11.37,24,338901,Self-Employed,728,71,0
15975,11881,175981,15.23,39,626393,Salaried,600,131,1
15976,11882,141270,10.46,54,816388,Self-Employed,783,68,0
15977,11883,53763,12.59,30,180298,Salaried,694,77,0
15978,11883,53121,13.3,30,180298,Salaried,694,60,0
15979,11884,53900,14.51,35,238942,Salaried,645,60,0
15980,11885,294434,15.87,41,760740,Salaried,607,69,0
15981,11886,61173,13.49,46,578395,Salaried,666,16,0
15982,11887,205376,10.37,30,870306,Salaried,707,60,0
15983,11888,88063,12.76,28,252467,Salaried,675,60,0
15984,11888,61956,12.15,28,252467,Salaried,675,9,0
15985,11889,204659,11.67,28,995475,Self-Employed,715,16,0
15986,11889,161879,10.37,28,995475,Self-Employed,715,39,0
15987,11890,144465,13.46,45,962061,Self-Employed,665,128,1
15988,11891,69449,13.4,43,424536,Salaried,691,60,0
15989,11892,58868,13.93,21,230719,Salaried,665,52,0
15990,11893,403967,14.54,21,1401356,Self-Employed,622,44,0
15991,11894,533471,17.19,26,752355,Salaried,592,69,0
15992,11895,83480,14.51,24,530803,Salaried,639,54,0
15993,11896,413051,17.31,39,970774,Salaried,576,76,0
15994,11896,83085,17.16,39,970774,Salaried,576,49,0
15995,11897,58263,12.87,38,240431,Salaried,674,60,0
15996,11898,148575,10.04,52,788662,Salaried,770,144,1
15997,11898,115206,10.98,52,788662,Salaried,770,60,0
15998,11899,75391,10.17,42,277875,Salaried,706,60,0
15999,11900,79200,13.49,37,724449,Salaried,686,152,1
16000,11901,131176,15.36,45,285370,Salaried,617,36,0
16001,11902,159440,14.43,29,524806,Salaried,612,57,0
16002,11902,215394,14.1,29,524806,Salaried,612,60,0
16003,11903,57728,10.23,24,209927,Self-Employed,736,72,0
16004,11903,51397,11.84,24,209927,Self-Employed,736,68,0
16005,11904,85409,14.99,36,875890,Salaried,602,34,0
16006,11905,148571,13.48,43,393880,Self-Employed,678,68,0
16007,11906,68732,13.42,23,411375,Self-Employed,673,60,0
16008,11906,70934,12.02,23,411375,Self-Employed,673,72,0
16009,11906,169140,12.57,23,411375,Self-Employed,673,60,0
16010,11907,105649,14.36,43,457447,Salaried,614,60,0
16011,11907,91095,15.28,43,457447,Salaried,614,77,0
16012,11908,64919,15.23,43,228058,Salaried,624,60,0
16013,11908,84647,14.22,43,228058,Salaried,624,61,0
16014,11908,65533,14.04,43,228058,Salaried,624,106,1
16015,11909,353708,15.93,32,994455,Salaried,611,77,0
16016,11910,139186,14.39,37,279113,Self-Employed,606,7,0
16017,11911,125394,13.69,34,791524,Salaried,691,45,0
16018,11912,70134,17.6,36,185375,Salaried,590,8,0
16019,11913,367266,14.21,42,1234661,Salaried,611,72,0
16020,11913,213957,14.82,42,1234661,Salaried,611,65,0
16021,11914,248773,14.09,29,716658,Salaried,610,43,0
16022,11915,69721,11.81,44,1246933,Self-Employed,721,79,0
16023,11916,111621,14.97,43,288472,Self-Employed,634,15,0
16024,11917,65847,11.47,43,348293,Self-Employed,762,60,0
16025,11918,91757,11.86,21,282233,Salaried,769,13,0
16026,11918,78516,11.34,21,282233,Salaried,769,70,0
16027,11919,52714,12.73,21,204657,Salaried,656,45,0
16028,11920,62396,15.44,41,220704,Salaried,636,8,0
16029,11920,79895,15.01,41,220704,Salaried,636,77,0
16030,11921,65782,13.46,31,299204,Salaried,669,60,0
16031,11922,69934,17.32,30,210169,Salaried,557,60,0
16032,11923,341454,15.63,30,868525,Salaried,638,60,0
16033,11924,59825,16.78,25,268320,Salaried,579,72,0
16034,11925,94608,10.63,33,486531,Salaried,758,67,0
16035,11926,432382,14.8,30,1796062,Salaried,641,126,1
16036,11926,131863,14.49,30,1796062,Salaried,641,60,0
16037,11927,58461,15.46,30,196185,Salaried,629,60,0
16038,11927,52897,15.5,30,196185,Salaried,629,45,0
16039,11927,107211,15.31,30,196185,Salaried,629,28,0
16040,11928,114482,15.6,40,430015,Self-Employed,602,56,0
16041,11929,250677,10.15,26,1262378,Salaried,762,60,0
16042,11930,178969,14.66,45,659191,Self-Employed,608,7,0
16043,11931,348831,12.42,21,721821,Self-Employed,660,78,0
16044,11931,233827,13.15,21,721821,Self-Employed,660,28,0
16045,11932,386770,14.91,56,900978,Self-Employed,616,37,0
16046,11932,188747,15.39,56,900978,Self-Employed,616,50,0
16047,11932,284719,15.38,56,900978,Self-Employed,616,60,0
16048,11933,183838,17.47,25,469652,Self-Employed,575,60,0
16049,11934,136877,14.85,41,570520,Salaried,647,56,0
16050,11935,92966,15.7,43,244716,Salaried,603,71,0
16051,11936,99045,12.38,36,405933,Self-Employed,670,60,0
16052,11937,80286,15.43,42,266725,Self-Employed,648,23,0
16053,11938,75550,15.88,35,218539,Salaried,608,101,1
16054,11939,64681,13.75,21,289392,Salaried,651,70,0
16055,11940,117521,12.77,39,455408,Self-Employed,650,75,0
16056,11941,66954,13.39,45,210136,Salaried,660,98,1
16057,11941,52077,13.12,45,210136,Salaried,660,60,0
16058,11941,51418,13.76,45,210136,Salaried,660,17,0
16059,11942,150366,13.33,31,408909,Salaried,685,38,0
16060,11943,253035,13.22,22,589347,Self-Employed,692,72,0
16061,11944,111671,17.45,31,411895,Salaried,560,38,0
16062,11944,64744,17.5,31,411895,Salaried,560,133,1
16063,11945,104647,17.69,38,180866,Self-Employed,553,43,0
16064,11946,91052,14.42,38,259261,Self-Employed,621,150,1
16065,11947,196860,15.55,45,1005658,Salaried,636,77,0
16066,11948,174397,15.76,40,1048387,Self-Employed,631,67,0
16067,11949,138992,10.82,40,792375,Salaried,795,36,0
16068,11950,191987,13.55,21,755555,Self-Employed,689,49,0
16069,11951,60283,12.68,54,349192,Salaried,679,55,0
16070,11952,183943,16.81,36,480842,Salaried,551,134,1
16071,11953,262016,12.91,43,987136,Self-Employed,670,59,0
16072,11953,510926,13.02,43,987136,Self-Employed,670,60,0
16073,11954,92709,12.14,33,271631,Self-Employed,693,72,0
16074,11955,217054,12.38,35,769861,Salaried,686,32,0
16075,11956,181075,16.52,36,663509,Self-Employed,564,60,0
16076,11957,351262,13.8,49,728147,Salaried,685,66,0
16077,11957,158434,13.82,49,728147,Salaried,685,73,0
16078,11958,218760,13.78,48,634370,Self-Employed,682,60,0
16079,11959,481677,16.85,41,983703,Salaried,593,125,1
16080,11959,196087,17.13,41,983703,Salaried,593,99,1
16081,11960,73255,13.85,52,302559,Salaried,657,60,0
16082,11961,57859,14.26,33,350947,Salaried,638,39,0
16083,11961,95138,15.02,33,350947,Salaried,638,60,0
16084,11962,105209,15.64,40,452324,Salaried,629,60,0
16085,11962,218858,14.62,40,452324,Salaried,629,75,0
16086,11963,50021,11.02,32,371690,Salaried,737,43,0
16087,11964,85356,13.75,46,243631,Self-Employed,659,72,0
16088,11965,65925,15.31,36,988165,Salaried,646,19,0
16089,11966,61357,11.97,44,341563,Salaried,750,60,0
16090,11966,98528,11.09,44,341563,Salaried,750,55,0
16091,11967,187316,12.07,50,435578,Salaried,650,72,0
16092,11968,145252,17.59,21,240981,Salaried,564,133,1
16093,11968,71609,17.1,21,240981,Salaried,564,60,0
16094,11969,58660,11.32,54,220693,Salaried,779,60,0
16095,11970,85583,10.12,38,432085,Salaried,743,41,0
16096,11971,86189,12.88,33,254426,Self-Employed,658,41,0
16097,11972,60479,11.29,21,185646,Salaried,732,29,0
16098,11972,58258,10.88,21,185646,Salaried,732,32,0
16099,11973,207964,13.43,33,534316,Self-Employed,688,43,0
16100,11974,63957,13.05,21,269952,Self-Employed,651,93,1
16101,11974,88545,12.97,21,269952,Self-Employed,651,61,0
16102,11975,146002,15.04,37,523794,Salaried,614,34,0
16103,11976,118993,17.08,34,216902,Salaried,590,72,0
16104,11977,149726,15.8,51,648030,Salaried,649,34,0
16105,11978,80904,14.34,33,275182,Salaried,631,104,1
16106,11979,93623,13.01,45,286953,Self-Employed,691,60,0
16107,11980,89931,15.77,45,297496,Salaried,609,121,1
16108,11981,160806,14.09,53,389953,Salaried,634,70,0
16109,11982,67883,13.99,34,553831,Salaried,672,60,0
16110,11983,457364,10.79,42,1651712,Salaried,715,47,0
16111,11984,702240,13.64,23,1597253,Salaried,686,60,0
16112,11985,176046,17.02,27,584085,Self-Employed,557,30,0
16113,11986,71300,14.51,34,204220,Salaried,618,42,0
16114,11987,682010,17.94,36,1681700,Self-Employed,599,63,0
16115,11987,513573,16.26,36,1681700,Self-Employed,599,72,0
16116,11987,139338,17.92,36,1681700,Self-Employed,599,126,1
16117,11988,63050,10.26,26,190437,Salaried,761,44,0
16118,11989,72188,14.89,33,655240,Salaried,629,9,0
16119,11989,251230,14.33,33,655240,Salaried,629,33,0
16120,11990,87729,13.78,42,558700,Self-Employed,699,60,0
16121,11991,74767,13.36,32,737822,Salaried,676,8,0
16122,11992,89151,10.04,35,479830,Salaried,703,60,0
16123,11992,132952,10.07,35,479830,Salaried,703,30,0
16124,11993,99226,14.11,29,262833,Salaried,621,60,0
16125,11994,60381,14.88,47,193755,Salaried,640,60,0
16126,11995,66266,12.66,51,275344,Salaried,650,145,1
16127,11995,86953,12.29,51,275344,Salaried,650,60,0
16128,11995,56220,12.83,51,275344,Salaried,650,63,0
16129,11996,104892,17.46,38,398275,Salaried,577,15,0
16130,11997,322607,12.29,35,1162666,Salaried,650,23,0
16131,11998,90087,15.42,50,333727,Self-Employed,609,32,0
16132,11999,127276,13.0,40,243926,Salaried,651,104,1
16133,12000,66845,12.3,30,286981,Self-Employed,676,75,0
16134,12001,152301,13.3,25,599586,Salaried,653,43,0
16135,12002,81710,14.96,31,249339,Salaried,600,76,0
16136,12003,118239,15.16,54,533423,Salaried,610,60,0
16137,12004,55744,15.61,31,226933,Salaried,623,16,0
16138,12004,76862,15.05,31,226933,Salaried,623,79,0
16139,12004,95692,14.56,31,226933,Salaried,623,60,0
16140,12005,245066,11.17,60,676967,Self-Employed,728,72,0
16141,12006,91314,14.87,36,237313,Salaried,623,44,0
16142,12007,81934,14.66,34,1028272,Salaried,615,60,0
16143,12008,84575,12.72,47,186535,Self-Employed,665,60,0
16144,12009,93576,14.57,34,526139,Self-Employed,603,60,0
16145,12010,52986,11.0,39,269966,Salaried,709,60,0
16146,12011,71179,17.73,27,685103,Salaried,563,60,0
16147,12012,217680,10.8,26,621451,Salaried,700,60,0
16148,12012,115204,10.17,26,621451,Salaried,700,60,0
16149,12012,185647,11.55,26,621451,Salaried,700,29,0
16150,12013,138825,10.07,30,593032,Salaried,799,65,0
16151,12013,95238,11.53,30,593032,Salaried,799,56,0
16152,12014,65978,14.47,38,193645,Salaried,629,41,0
16153,12014,102216,15.49,38,193645,Salaried,629,60,0
16154,12015,77047,14.42,31,300559,Salaried,613,60,0
16155,12016,81056,13.76,21,576684,Self-Employed,668,65,0
16156,12016,212122,13.87,21,576684,Self-Employed,668,32,0
16157,12016,183175,12.05,21,576684,Self-Employed,668,62,0
16158,12017,403547,12.67,40,938688,Self-Employed,665,60,0
16159,12018,183622,17.48,35,850570,Salaried,582,41,0
16160,12019,75249,13.05,34,199261,Salaried,662,9,0
16161,12019,58941,12.34,34,199261,Salaried,662,78,0
16162,12020,55082,11.14,31,193783,Salaried,798,94,1
16163,12021,182074,12.7,21,896149,Self-Employed,658,60,0
16164,12022,91084,11.12,49,627486,Self-Employed,791,6,0
16165,12022,167390,10.27,49,627486,Self-Employed,791,10,0
16166,12023,77993,15.64,32,257899,Self-Employed,607,65,0
16167,12023,80264,15.62,32,257899,Self-Employed,607,4,0
16168,12024,118823,15.99,40,254084,Salaried,629,152,1
16169,12025,62053,12.5,47,377173,Self-Employed,698,70,0
16170,12026,580451,16.76,45,1589192,Self-Employed,586,71,0
16171,12026,619806,16.31,45,1589192,Self-Employed,586,42,0
16172,12026,629560,16.38,45,1589192,Self-Employed,586,34,0
16173,12027,53801,12.15,38,426997,Salaried,656,126,1
16174,12027,64521,12.7,38,426997,Salaried,656,21,0
16175,12028,82423,11.81,36,1348301,Self-Employed,702,152,1
16176,12029,58437,13.98,38,195320,Self-Employed,692,39,0
16177,12030,55447,11.17,43,232086,Self-Employed,752,72,0
16178,12031,154081,12.87,41,454576,Self-Employed,689,60,0
16179,12032,175352,14.69,32,746073,Salaried,610,15,0
16180,12033,54265,12.17,40,479135,Self-Employed,685,50,0
16181,12033,162829,13.11,40,479135,Self-Employed,685,120,1
16182,12034,241676,12.96,39,857353,Salaried,672,60,0
16183,12035,85229,14.46,42,285896,Self-Employed,631,8,0
16184,12035,50276,15.03,42,285896,Self-Employed,631,74,0
16185,12036,75884,13.97,38,351031,Salaried,656,60,0
16186,12036,76942,13.41,38,351031,Salaried,656,60,0
16187,12037,89520,10.67,47,1034738,Salaried,700,73,0
16188,12038,81619,14.95,38,225727,Self-Employed,603,60,0
16189,12038,68853,15.69,38,225727,Self-Employed,603,143,1
16190,12039,417668,13.41,43,1684632,Self-Employed,675,66,0
16191,12039,133560,13.49,43,1684632,Self-Employed,675,54,0
16192,12039,313588,13.08,43,1684632,Self-Employed,675,71,0
16193,12040,330300,13.36,36,1016056,Self-Employed,663,37,0
16194,12040,275837,13.73,36,1016056,Self-Employed,663,60,0
16195,12041,100071,12.66,31,447918,Salaried,683,78,0
16196,12042,226630,10.29,28,1147652,Salaried,723,9,0
16197,12042,162702,10.85,28,1147652,Salaried,723,55,0
16198,12043,287925,15.39,35,531585,Salaried,621,60,0
16199,12044,58450,10.07,40,277657,Salaried,786,51,0
16200,12045,67248,18.0,46,280964,Salaried,584,62,0
16201,12046,50013,17.56,35,291830,Salaried,553,136,1
16202,12047,52867,12.19,32,251246,Salaried,655,50,0
16203,12048,77995,12.23,32,988797,Self-Employed,651,142,1
16204,12049,356321,17.74,47,938790,Salaried,597,30,0
16205,12050,63073,10.33,37,250277,Salaried,748,78,0
16206,12051,147370,14.58,32,279118,Self-Employed,620,66,0
16207,12051,67948,15.97,32,279118,Self-Employed,620,116,1
16208,12052,103867,16.53,42,398901,Salaried,552,60,0
16209,12052,123596,17.37,42,398901,Salaried,552,75,0
16210,12053,97855,10.6,25,398815,Self-Employed,739,11,0
16211,12054,472559,14.82,37,1753964,Salaried,601,60,0
16212,12055,55111,10.29,36,185095,Salaried,747,71,0
